CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount
156,"A&C synergy serum",,"",55,"Physician's Care Alliance, LLC","PCA Skin",90,"Skin Care Products ",100,"Skin Bleaching (making a cosmetic claim) ",92,"25013-16-5",52508,"Butylated hydroxyanisole","08/28/2009","01/24/2018","","01/24/2018","01/24/2018","",3
157,"When Hope Is Not Enough Replenishing Cream",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",167,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",1
158,"When Hope Is Not Enough 3, 6, 9 Body Lotion",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",168,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",1
159,"The Supernatural Poreless Flawless Tinted SPF 15",,"",841,"Philosophy","Philosophy",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",656,"13463-67-7",169,"Titanium dioxide","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",2
159,"The Supernatural Poreless Flawless Tinted SPF 15",,"",841,"Philosophy","Philosophy",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",773,"79-81-2",170,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",2
160,"Colorstay Makeup for Normal/Dry Skin- Ivory",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",171,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
161,"Colorstay Makeup for Normal/Dry Skin- Buff",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",172,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
162,"Colorstay Makeup for Normal/Dry Skin- Sand Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",173,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
163,"Colorstay Makeup for Normal/Dry Skin- Nude",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",174,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
164,"Colorstay Makeup for Normal/Dry Skin- Natural Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",175,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
165,"Colorstay Makeup for Normal/Dry Skin- Medium Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",176,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
166,"Colorstay Makeup for Normal/Dry Skin- Fresh Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",177,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
167,"Colorstay Makeup for Normal/Dry Skin- True Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",178,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
168,"Colorstay Makeup for Normal/Dry Skin- Natural Tan",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",179,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
169,"Colorstay Makeup for Normal/Dry Skin- Toast",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",180,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
170,"Colorstay Makeup for Normal/Dry Skin- Caramel",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",181,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
171,"Colorstay Makeup for Normal/Dry Skin- Cappuccino",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",182,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
172,"Colorstay Active Light Makeup- Ivory",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",183,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
173,"Colorstay Active Light Makeup- Buff",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",184,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
174,"Colorstay Active Light Makeup- Sand Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",185,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
175,"Colorstay Active Light Makeup- Nude",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",186,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
176,"Colorstay Active Light Makeup- Natural Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",187,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
177,"Colorstay Active Light Makeup- Medium Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",188,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
178,"Colorstay Active Light Makeup- Golden Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",189,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
179,"Colorstay Active Light Makeup- True Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",190,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
180,"Colorstay Active Light Makeup- Natural Tan",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",191,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
181,"Colorstay Active Light Makeup- Toast",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",192,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
182,"Booster Serum",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",194,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
183,"Colorstay Mineral Foundation- Fair",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",193,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
184,"Colorstay Mineral Foundation- Fair/Light",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",195,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
185,"Colorstay Mineral Foundation- Light",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",196,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
186,"Colorstay Mineral Foundation- Light Medium",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",197,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
187,"Colorstay Mineral Foundation- Light Medium/Medium",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",198,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
188,"Colorstay Mineral Foundation- Medium",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",199,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
189,"Colorstay Mineral Foundation- Medium Deep",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",200,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
190,"Colorstay Mineral Foundation- Deep",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",201,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
191,"Colorstay Mineral Mousse Makeup- Fair",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",202,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
192,"Colorstay Mineral Mousse Makeup- Fair Light",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",203,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
193,"Colorstay Mineral Mousse Makeup- Light",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",204,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
194,"Colorstay Mineral Mousse Makeup- Light Medium",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",205,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
195,"Colorstay Mineral Mousse Makeup- Light Medium/Medium",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",206,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
196,"Colorstay Mineral Mousse Makeup- Medium",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",207,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
197,"Colorstay Mineral Mousse Makeup- Medium Deep",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",208,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
198,"YSL Perfumed Sparkling Body Powder",36,"red",67,"L'Oreal USA","YSL",12,"Fragrances",165,"Perfumes - Solids and Powders",656,"13463-67-7",209,"Titanium dioxide","08/31/2009","12/30/2010","","08/31/2009","08/31/2009","",1
198,"YSL Perfumed Sparkling Body Powder",37,"pink",67,"L'Oreal USA","YSL",12,"Fragrances",165,"Perfumes - Solids and Powders",656,"13463-67-7",209,"Titanium dioxide","08/31/2009","12/30/2010","","08/31/2009","08/31/2009","",1
199,"Eye Pen",,"",67,"L'Oreal USA","Maybelline",44,"Makeup Products (non-permanent)",46,"Eyeliner/Eyebrow Pencils",656,"13463-67-7",210,"Titanium dioxide","08/31/2009","08/31/2009","","08/31/2009","08/31/2009","",1
200,"Colorstay Mineral Lipglaze- Lasting Shimmer",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",211,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
201,"Colorstay Mineral Lipglaze- Neverending Nude",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",212,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
202,"Colorstay Mineral Lipglaze- Forever Fig",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",213,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
203,"Colorstay Mineral Lipglaze- Continuous Pink",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",214,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
204,"Colorstay Mineral Lipglaze- Everlasting Blush",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",215,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
205,"Colorstay Mineral Lipglaze- Eternal Blossom",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",216,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
206,"Colorstay Mineral Lipglaze- Infinite Rose",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",217,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
207,"Colorstay Mineral Lipglaze- Forever Raisin",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",218,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
208,"Colorstay Mineral Lipglaze- Perpetual Plum",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",219,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
209,"Colorstay Mineral Lipglaze- Overtime Wine",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",220,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
210,"Colorstay Mineral Lipglaze- Stay Ablaze",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",221,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
211,"Colorstay Mineral Lipglaze- Unlimited Nectar",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",222,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
212,"Colorstay Overtime Lipcolor- Constantly Coral",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",223,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
213,"Colorstay Overtime Lipcolor- Keep Blushing",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",224,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
214,"Colorstay Overtime Lipcolor- Ultimate Wine",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",225,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
215,"Colorstay Overtime Lipcolor- On-going Flame",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",226,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
216,"Colorstay Overtime Lipcolor- Faithful Fawn",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",227,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
217,"Colorstay Overtime Lipcolor- Eternally Tan",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",228,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
218,"Colorstay Overtime Lipcolor- Endless Spice",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",229,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
219,"Colorstay Overtime Lipcolor- True Chocolate",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",230,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
220,"Colorstay Overtime Lipcolor- Bare Maximum",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",231,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
221,"Colorstay Overtime Lipcolor- Infinite Raspberry",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",232,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
222,"ANEW EYELIFTING SERUM SHADOW-ALL SHADES",,"",4,"New Avon LLC","ANEW",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",235,"Titanium dioxide","09/01/2009","08/28/2013","11/01/2012","09/01/2009","09/01/2009","",2
222,"ANEW EYELIFTING SERUM SHADOW-ALL SHADES",,"",4,"New Avon LLC","ANEW",44,"Makeup Products (non-permanent)",48,"Eye Shadow",890,"84650-00-0",236,"Coffea arabica extract","09/01/2009","08/28/2013","11/01/2012","09/01/2009","09/01/2009","",2
223,"Colorstay Overtime Lipcolor- Boundless Brandy",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",233,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
224,"Colorstay Overtime Lipcolor- Relentless Raisin",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",234,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
225,"Colorstay Overtime Lipcolor- Everlasting Rum",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",237,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
226,"LIIV BOTANICALS VITALIZING FACE SERUM",,"",4,"New Avon LLC","AVON",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",656,"13463-67-7",238,"Titanium dioxide","09/01/2009","08/28/2013","04/01/2011","09/01/2009","09/01/2009","",1
227,"AVON EYE RADIANCE EYE COLOR-ALL SHADES",,"",4,"New Avon LLC","AVON",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",239,"Titanium dioxide","09/01/2009","08/28/2013","02/01/2011","09/01/2009","09/01/2009","",1
228,"MARK. CHEEKBLOSSOM CHEEK COLOR TINT",,"",4,"New Avon LLC","MARK",44,"Makeup Products (non-permanent)",45,"Blushes ",656,"13463-67-7",240,"Titanium dioxide","09/01/2009","08/28/2013","04/01/2013","09/01/2009","09/01/2009","",1
229,"AVON EYE ARTIST EYESHADOW TRIO-ALL SHADES",,"",4,"New Avon LLC","AVON",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",241,"Titanium dioxide","09/01/2009","08/28/2013","12/31/2010","09/01/2009","09/01/2009","",1
230,"AVON HOLLYWOOD LIGHTS LIP GLOSS-ALL SHADES",,"",4,"New Avon LLC","AVON",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",242,"Titanium dioxide","09/01/2009","08/28/2013","02/15/2011","09/01/2009","09/01/2009","",1
231,"ANEW REJUVENATE DAY REVITALIZING CREAM SPF25 UVA/UVB",,"",4,"New Avon LLC","ANEW",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",656,"13463-67-7",243,"Titanium dioxide","09/01/2009","08/28/2013","06/15/2010","09/01/2009","09/01/2009","",1
231,"ANEW REJUVENATE DAY REVITALIZING CREAM SPF25 UVA/UVB",,"",4,"New Avon LLC","ANEW",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",656,"13463-67-7",243,"Titanium dioxide","09/01/2009","08/28/2013","06/15/2010","09/01/2009","09/01/2009","",1
232,"SMOOTH MINERAL BLUSH DUO-ALL SHADES",,"",4,"New Avon LLC","AVON",44,"Makeup Products (non-permanent)",45,"Blushes ",656,"13463-67-7",244,"Titanium dioxide","09/01/2009","08/28/2013","02/15/2011","09/01/2009","09/01/2009","",1
233,"SMOOTH MINERAL EYESHADOW DUO-ALL SHADES",,"",4,"New Avon LLC","AVON",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",245,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
234,"SKIN SO SOFT ULTRA BODY SERUM WITH SILKENING PEARLS- SOFT & SENSUAL",,"",4,"New Avon LLC","AVON",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",656,"13463-67-7",246,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
235,"SKIN SO SOFT ULTRA BODY SERUM WITH SILKENING PEARLS- SOFT & NOURISH",,"",4,"New Avon LLC","AVON",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",656,"13463-67-7",247,"Titanium dioxide","09/01/2009","08/28/2013","03/15/2010","09/01/2009","09/01/2009","",1
236,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",249,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
237,"AVON SWEET DELICIOUS LIP BALM-ALL SHADES",,"",4,"New Avon LLC","AVON",44,"Makeup Products (non-permanent)",51,"Lip Balm (making a cosmetic claim)",656,"13463-67-7",248,"Titanium dioxide","09/01/2009","08/28/2013","09/01/2010","09/01/2009","09/01/2009","",1
238,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",250,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
239,"MARK FLIP FOR IT -ALL SHADES",,"",4,"New Avon LLC","MARK",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",251,"Titanium dioxide","09/01/2009","08/28/2013","","09/01/2009","09/01/2009","",1
239,"MARK FLIP FOR IT -ALL SHADES",,"",4,"New Avon LLC","MARK",44,"Makeup Products (non-permanent)",53,"Lip Color - Lipsticks, Liners, and Pencils",656,"13463-67-7",251,"Titanium dioxide","09/01/2009","08/28/2013","","09/01/2009","09/01/2009","",1
240,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",252,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
241,"Colorstay Overtime Sheer Lipcolor- Sheer Rosette",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",253,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
242,"MARK. GOOD RIDDANCE HOOK UP CONCEALER-ALL SHADES",,"",4,"New Avon LLC","MARK",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",254,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
243,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",255,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
244,"Colorstay Overtime Sheer Lipcolor- Sheer Mocha",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",257,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
245,"MARK FLIP FOR IT BLUSH -ALL SHADES",,"",4,"New Avon LLC","MARK",44,"Makeup Products (non-permanent)",45,"Blushes ",656,"13463-67-7",256,"Titanium dioxide","09/01/2009","08/28/2013","","09/01/2009","09/01/2009","",1
246,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",258,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
247,"MARK. GET BRIGHT HOOK UP HIGHLIGHTER",,"",4,"New Avon LLC","MARK",44,"Makeup Products (non-permanent)",45,"Blushes ",656,"13463-67-7",261,"Titanium dioxide","09/01/2009","08/28/2013","","09/01/2009","09/01/2009","",1
248,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",259,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
249,"Colorstay Overtime Sheer Lipcolor- Top Coat",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",260,"Titanium dioxide","09/01/2009","09/01/2009","","09/01/2009","09/01/2009","",1
